indict	предъявлять обвинение	To be sure, waiting on a decision to indict is an exquisite form of torture.
indictment	обвинительное заключение; обвинение	These rapidly escalating crime figures are an indictment of our society
indigenous	местный; коренной	The indigenous peoples of Siberia
indignant	возмущённый; негодующий	Don't get so frigging indignant about your own hallucinations, m'kay?
indispensable	необходимый; незаменимый	Worse still is to hear them described as the indispensable choices for these positions.
indistinctly	неясно; невнятно; нечетко	The boy in the dock mumbled something indistinctly.
indistinguishable	неразличимый; неотличимый	The counterfeit bills were virtually indistinguishable from the real thing
induce	побуждать; заставлять; склонять	But does his name induce thirst for a vodka martini?
inducement	стимул; побуждение; подстрекательство	There is no inducement to wait for payment.
indulge	баловать; позволять; предаваться	I don't indulge in idle gossip
inept	неумелый; неспособный; некомпетентный	The inept handling of the threat
ineptly	неумело; бездарно	Bush Jr. was the one who ineptly took a hands-off approach to NK.
inevitable	неизбежный	Their ruin inevitable, is that God will set his eyes upon them for evil.
inevitably	неизбежно; неминуемо	Packages I’d sent to the label inevitably wound up in a box under someone’s desk.
inexhaustible	неистощимый	His inexhaustible energy.
infamous	позорный; бесчестный; постыдный	An infamous war criminal
infatuate	вскружить голову; свести с ума; увлекать	It will be a remarkable woman that will ever infatuate him now.
infer	делать заключение; заключать; вывод	As one might infer from the title, the US President is involved.
inference	вывод; умозаключение; заключение	My inference is looking pretty solid at this point.
inferential	выведенный; дедуктивный; полученный путём выведения	he has to construe the knowledge as inferential.
inferior	низший; второстепенный; посредственный; подчинённый	Schooling in inner-city areas was inferior to that in the rest of the country
infiltrate	проникать; просачиваться	A chest radiograph revealed a patchy infiltrate in the left lower lobes.
infiltrator	шпион; лазутчик; нарушитель границы	An infiltrator subject to automatic deportation or a lengthy jail sentence.
infirmary	лазарет; изолятор; медпункт	Note 80: A doctor in the infirmary is mentioned in TSB, 42. back
inflammation	воспаление; раздражение	Chronic inflammation of the nasal cavities
inflate	надувать; взвинчивать цены	The worst of these titles inflate their claims to hyperbolic levels.
inflection	интонация; изгиб	Meanwhile, the S&P 500's near-term inflection point holds at 1,284.
inflict	причинять боль; причинять; нанести	Might again inflict pain and fear on some viewers.
inflow	приток; втекание; наплыв	3bn net long term inflow in Dec
influence	влияние; воздействие; действие	The influence of television violence
influential	влиятельный; важный	This seldom is the case with people in influential positions.
infuriating	приводящий в ярость; бесящий	Even more infuriating is this statement in the MSNBot FAQ:
infuse	настаивать; вливание; влить	Infuse the dried flowers in boiling water.
ingenuity	изобретательность; мастерство; искусность	I don't know if human ingenuity is infinite or not.
ingot	слиток; брусок металла	Formula to replace inexact old ingot.
inhale	вдыхать; затягиваться	I figure any day I can still wake up and inhale is a win.
inhibit	мешать; подавлять; препятствовать	Bisphosphonates, which inhibit bone loss.
iniquity	беззаконие; несправедливость	But the iniquity is that I have lied in admitting the disgusting charges.
injunction	судебный запрет; судебное постановление; предписание	Religious injunction is a primary way in which this is achieved.
injustice	несправедливость	The injustice of the death penalty
inmate	заключённый; обитатель; жилец	An inmate is not a resident of his former district.
innocuous	безобидный; безопасный; безвредный	It was an innocuous question
innovate	вводить новшества; открывать	Because the business that doesn't innovate is risking its eventual demise.
inquire	спрашивать; узнавать; наводить справки	If you doubt my word inquire of Mr Sidney or Lady Mary.
inquiry	запрос; наведение справок; расспрашивание; вопрос	To categorically deny this inquiry is absolutely wrong.
inquisitive	любознательный; пытливый	He was very chatty and inquisitive about everything.
insane	безумный; безрассудный; душевнобольной; ненормальный	He had gone insane
insatiable	ненасытный; жадный; алчный	That they should be insatiable.
inscription	надпись; краткое посвящение	This inscription is written at the bottom of the large stone block.
insensible	бесчувственный; нечувствительный; незаметный	They knocked each other insensible with their fists
insensitive	нечувствительный; равнодушный	An insensitive remark
inseparably	неразрывно	He fancied his name inseparably connected with France.
insidious	коварный; хитрый	In my opinion, one of the more insidious is the hijacked account scam.
insidiously	коварно; вероломно	Self-doubt crept up insidiously and turned to desperation.
insight	понимание; представление	This insight is then applied to three prominent proposals.
insist	настаивать; настойчиво утверждать	I'll call him and cancel it, if you insist
insofar	до таких пределов; постольку; до такой степени	Insofar, that is, as the debate remains about foreign policy.
insolvency	банкротство; неплатежеспособность; несостоятельность	Our march toward government insolvency is a complex historical event.
insomnia	бессонница	But my insomnia is like unto the Godzilla of insomnia.
inspect	осмотреть; изучать	When true or nil, formats output by calling inspect on the statement result.
inspire	вдохновлять; воодушевлять; внушать	His passion for romantic literature inspired him to begin writing.
instance	пример; отдельный случай	The SQL Server instance on the server specified in…
instant	немедленный	Mcdonald game label instant win.
instantly	немедленно; тотчас; незамедлительно	She changed her expression instantly.
instigate	подстрекать; побуждать; провоцировать; подталкивать	Did all those taped messages instigate a double homicide?
instill	вселять; внушать; привить; привить	Because, you know what, I think your parents kind of instill that in you.
insufficient	недостаточный	There was insufficient evidence to convict him
insulate	выделить; изолировать	Were able to insulate themselves from international price volatility.
insulation	изоляция; изоляционный материал	You would think that is a 29% increase in insulation value.
insult	оскорблять; наносить оскорбление; обида; оскорбление	No, the insult is a bit more subtle and a bit more direct.
insure	гарантировать; страховать	The most expensive group to insure is that way because they cost a lot to insure.
insurgency	мятеж; восстание	The big deal with the insurgency is they have to keep doing things.
insurgent	мятежник; повстанец; бунтарь	Alleged links with insurgent groups
insurrection	восстание; мятеж	The insurrection was savagely put down
intact	нетронутый; неповрежденный	I left the title intact but change the instances in the text.
intangible	нематериальный; непостижимый; неосязаемый	I came to realize that the work of the GBM was driven by certain intangible values.
integrity	прямота; чистота; целостность	He is known to be a man of integrity
intel	разведывательная информация; разведданные	I'm not sure how reliable this intel is right now.
intelligent	умный; разумный; понимающий	Annabelle is intelligent and hardworking
intend	намереваться; планировать; иметь в виду; подразумевать	What did he intend by that remark?
intense	сильный; интенсивный	Her intense focus on building her public image.
intention	намерение; стремление; цель; замысел	Definitely that intention is there.
intercession	ходатайство; заступничество; посредничество	Page 7 his blood cleanses from all sin -- because his intercession is prevalent.
interfere	вмешиваться; быть помехой; мешать; служить препятствием	The said gentlemen not to interfere, that is, to take sides with either party.
interim	промежуточный; временный	Clearly he should have the title interim in from of Leader.
interlocutor	собеседник; контактное лицо	The meme our illustrious interlocutor is faultily remembering.
intermediary	посредник	The identity of the intermediary is particularly interesting.
interment	похороны; погребение	A rough box was their coffin, and their interment was a dog's burial.
intermission	антракт; перерыв; пауза	Before the intermission is over … can somebody pass me the popcorn?
intermittent	интермиттирующая; прерывистый	We were too lazy to do more than mumble on in intermittent conversation.
interpolate	вставлять слова; перебивать; интерполировать	For minor intervals I'd just interpolate from the nearest major/perfect.
interrogate	допрашивать; расспрашивать	Pick a word or phrase from the definition and interrogate it.
interrupt	прерывать; мешать; вмешиваться; перебивать	The same applies when incoming phone calls interrupt your game.
intersection	перекрёсток; скрещивание; пересечение	At the corner of the intersection is a big statue of the pope.
intervene	вмешиваться; вклиниваться; вступаться	I no longer know if the will to intervene is something that Boston College can teach.
intervening	промежуточный; переходный; прошедший	Interested in intervening in midrange policy in the first place!
intestines	кишечник	I think our intestines are a murky area for most people.
intimacy	близость; тесная связь; интимность	Maintain intimacy and actively go against what your critical inner voice is telling you.
intimately	тесно; близко; непосредственно	Everyone knew intimately what was going on.
intimidate	пугать; устрашать; запугивать	First off, don't let the "3" in the title intimidate you.
intractable	непокорный; неподатливый; трудноизлечимый	Intractable economic problems.
intrigue	заинтриговать; каверза; строить козни; интрига	Corporate intrigue is usually harder to follow than journalism.
intrinsic	свойственный	The main intrinsic purpose of the institution.
intrude	вторгаться; вмешиваться	Sorry to intrude from the other side of the world.
intrusion	вторжение; навязывание; внедрение; без приглашения	He was furious about this intrusion into his private life
intrusive	назойливый	Short-term intrusive fixes.
inundations	наводнение	Severe earthquakes, inundations, fires and other types of disasters.
invariably	неизменно	The meals here are invariably big and hearty
invective	брань; ругательства; оскорбление	By 19th-c. standards our political invective is embarrassingly lame.
inveigle	заманивать	Several times Wolf Larsen tried to inveigle me into discussion, but
invent	изобретать; придумывать	To invent is a game and it is really fun.
investigate	исследовать	Possibly a better avenue to investigate is the effectiveness of drugs.
invigorate	воодушевлять	She was a desperate attempt by McCain to invigorate his ticket.
invincible	непобедимый	An invincible warrior
invoke	призывать; взывать	The last thing I want to invoke is some crazy geek box office battle here.
involuntary	непроизвольный; ненамеренный; невольный	She gave an involuntary shudder
involved	участвующий; вовлеченный; связанный	The title involved there.
inward	обращённый внутрь; внутрь; внутренний	A graceful inward movement of her wrist
irate	разгневанный; гневный	He came to our hotel last night, kind of irate
irk	раздражать	That someone could irk him that much made me smile.
irrevocable	безвозвратный; необратимый	First, drop was irrevocable.
irritate	раздражать; сердить; возмущать	Yes, yes, the pirate wants to irritate the politicians.
issue	проблема; выпуск	The main issue is to come up with a credible program.
it is to his credit	это его заслуга	It is to his credit that he's willing to admit he has a problem.
it is up to you	как хочешь; твое дело; тебе решать; это зависит от вас	It is up to you to provide leadership.
it takes to become	требуется; чтобы стать	I have everything what it takes to become a CEO.
itch	зуд; чесаться	One can expect the itch from the bites to go away in about a week.
itinerary	маршрут; путеводитель; курс	As with any tour, the itinerary is subject to change.
jack	карт. валет; простой парень; разъем; домкрат	You would think that since the jack is the same the requirements are the same.
jam	зажимать	The term jam-eating comes from when people worked in the mines.
janitor	уборщик; дворник; сторож; привратник	Someone call the janitor, we have a big mess again.
jealousy	ревность; подозрительность; зависть	Hopefully you understand that the jealousy is mutual, right?
jeez	чёрт побери	But jeez, is it working for you?
jeopardize	подвергать опасности; поставить под угрозу; рисковать	Revaluing yuan now would 'jeopardize' recovery: US expert
jiggle	покачивать; трясти; покачивание	Give that rack a jiggle
jingoism	ура-патриотизм; агрессивный шовинизм	It does more harm than good, promoting extremism and jingoism.
jitter	дрожь; нервничать	Adjust size, shift gaps between elements, increase jitter.
jog	бег трусцой	A blog should not rhyme with jog, that is too slow.
joint	совместный; объединённый; общий	Seal the joint between the roof and the house wall.
jolt	дрожать; трясти	Temporary but critical assistance giving a short-term jolt for a long-term gain.
joy	радость; восторг; счастье	Oh, I get such joy, such delicious joy from life.
jubilate	ликовать; торжествовать	Sing and jubilate aloud
judge	судить; решать; судья	Why do I suspect the judge is a strong Democrat supporter?
judgement	приговор; умозаключение; решение; суждение	Maybe his judgement is as poor as his eyesight ...
junction	перекресток; пересечение дорог; пересечение	Dead fox junction is like, wildwest sort of thing?
just in case	на всякий случай	I’ll take my umbrella too, just in case.
justice	правосудие; справедливость	Again, my heart pleaded for justice and mercy.
justified	оправданный; обоснованный; справедливый; правомерный	Which they are justified is critical when communicating with students.
justify	оправдывать; подтверждать; находить оправдание	The situation was grave enough to justify further investigation
keen	острый; проницательный	I have a certain keen sense of liberation, these days.
keep up	продолжать; поддерживать	I read the papers to keep up with what's happening in the outside world.
kelp	бурая водоросль	A large bed of kelp.
kidney	почка; почечный	The membrane to the front of the kidney is the lung.
kindness	доброта; доброе дело; доброжелательность; любезность	He thanked them for their kindness and support
kinsfolk	родня	He saw an Egyptian beating a Hebrew, one of his kinsfolk.
kinship	родство; сходство; подобие	I think all guitarists feel a certain kinship.
kith	знакомые; друзья; соседи	God bless America, and all who lost kin or kith on Sept. 11, 2001.
knave	негодяй; мошенник; плут	A pestilent complete knave and the woman hath found him already.
kneel	становиться на колени; преклонять колени	The inability to kneel is seen as the very essence of the diabolical.
knit	вязать	But I don't know if 'closely-knit' is always such a good thing.
knob	ручка; переключатель; кнопка	Turn the upper-left knob so that the flat side of the knob is facing Southeast
knot	узел	The most important knot is the possible one on your head from a fall.
knowingly	намеренно; сознательно	Was DeGuerin knowingly lying?
kudo	похвала; комплимент	The only kudo I can give to a former Republican President is Sr.
label	помечать	Vol #1 was previously posted- check the title label below
labor	труд; рабочая сила; работа	I claim the right to labor, or to the instruments of labor.
laborious	утомительный; трудный; трудоемкий	White cockatoos laughed harshly in laborious flight.
lace	шнурок; кружево	Convincing a spider to spin lace is far more difficult.
laceration	порез; рваная рана	He suffered lacerations to his head and face.
lack	недостаток; отсутствие	There is no lack of entertainment aboard ship
lactic	молочный	Lactic acid.
lad	парнишка; подросток; лихой парень	I hope the poor lad is ready for all of that love.
ladder	лестница; трап; спускаться; стремянка	Employees on their way up the career ladder
laden	нагружённый; обременённый; гружёный	A tree laden with apples
ladle	ковш; разливать; черпак	She dipped the ladle into the casserole dish
lagging	запаздывание; замедление	Putting lagging around water pipes to retain heating
laid	положил; проложенный; установленный	Which laid the basis for monitoring and studying.
lamb	молодая баранина	Did you ever see such a lamb, such a lamb as he is when he's ill?
lambaste	жестко критиковать; ругать	But Charisse could not so easily lambaste God for taking their little boy.
lame	хромой; изувечить	His horse went lame
lament	горевать	Further, to lament is to express dissatisfaction, to complain, to deplore.
landlord	арендодатель; помещик	Your landlord is the one obligated to pay the trash collection fee.
languid	вялый; апатичный	Even in languid humid climes it is the season of matings and revolutions.
languish	томиться; чахнуть; ослабевать	Israeli and Palestinian children will live in peace or languish in conflict.
languor	томность; томление; истома	He remembered the languor and warm happiness of those golden afternoons
lantern	фонарь	I snatched a lantern from the wall, lighted it, and followed.
lap	колени; подол; круг	Come and sit on my lap
lard	шпиговать; сало; жир	He's just a tub of lard.
largely	в основном; в значительной степени	He was soon arrested, largely through the efforts of Tom Poole
larynx	гортань	Your larynx looks as good as it ever did.
lascivious	похотливый	You do not participate in lascivious deviant sexual behavior
lash	кнут; стегать	Occasional bouts of cool rain lash the Gulf of Mexico coast.
lasting	прочный; длительный; длящийся	They left a lasting impression
latch	защелка; задвижка; щеколда; запирать	The latch is broken, and the door is never really shut.
lately	в последнее время; на днях; недавно	She hasn't been looking too well lately
latency	время ожидания; задержка	Tension, and the latency of violence, make the greatest impressions
lateral	вторичный; побочный; поперечный; боковой	The answer to both your problems lies in lateral thinking.
lather	намылить; пена	Your lather is getting cold.
latitude	широта; свобода	We have GPS points given in latitude and longitude.
lattice	решётка; сетка	Honeysuckle was growing up a lattice around the door
laurels	лавры; почести	The writers for this episode certainly don't rest on their laurels from the season opener.
lavish	щедрый; обильный; расточительный	All this is explored in lavish detail, with no pat answers.
lawn	газон; лужайка	Joe walked across Demi's lawn and across her neighbor's lawn~
lawsuit	судебный процесс; тяжба; иск	It looks like every one of those Attorneys General filing this lawsuit is a Republican.
laxative	слабительное; слабительный	My question is, why cant this lazy ass kid eat the laxative on his own?
lay	класть; лежать; возлагать; положить	Flamingos lay only one egg
lay off	увольнять; снять с работы	They needed to rehabilitate injuries or just brush up after long lay offs
layover	пересадка; остановка	Our layover was a day in Paris – what a great place!
leak	утечка	Trying to explain why it was a leak is the task at hand.
leaky	дырявый; прохудившийся; протекающий	He does have moments a fear while living in what he describes as a leaky spacesuit.
lean	опираться; прислоняться; худой; постный	The vehicle has a definite lean to the left
leap-frog	перепрыгивать; чехарда; прыгать	Which sees them leap-frog Cardiff City.
ledge	выступ	Yep, that stuff on the window ledge is not pigeon poo – it’s snow!
ledger	книга счетов; гроссбух	Yes, the credit side of our ledger is amply filled.
leftover	остаток; пережиток; объедки	The whole incubator idea is a sorry leftover from the Internet bubble.
legerdemain	жонглёрство; ловкость рук; фокусы	A classic piece of management legerdemain
legislation	законодательство; закон	I guess all that other legislation is a problem too.
legit	подлинный; законный	This wildcat turned legit is one of the ones on my wish list for years.
legitimacy	законность; легитимность	Your legitimacy is beginning to look as legitimate as the Iranian government's.
legitimately	обоснованно; разумно; легальный	It's a shame that Hillary knows she can't win legitimately.
leisure	досуг; свободное время	People with too much enforced leisure.
lenient	снисходительный; терпимый; нетребовательный	And remember, sometimes that mistake is being too lenient from the beginning.
lentil	чечевица	Because of this the name lentil was given to them.
lesion	поражение; рана; повреждение	You got a lesion in your nervous tax.
lessen	недооценивать; преуменьшать	Nor will they lessen it or compromise it in anyway.
lethal	смертельный	Obtain lethal injection drugs from foreign sources.
letter of attorney	доверенность; письменная доверенность	A letter of attorney is more commonly nowadays called a Power of Attorney.
letuce	латук; салат; салат-латук	August 15, 2008 at 12:00 am i brough u a letuce but i eated it!
levee	дамба	Water flowing over a levee is not a breached levee.
lever	рычаг; использовать рычаг; средство воздействия	Marlin lever guns for around $500 more or less.
levity	легкомыслие; лёгкость; ветреность	A bit of levity is good for ones soul occasionally.
levy	сбор	I suspect that the levy is being used to pay in the past.
lewd	непристойный; похотливый	I recognized this as a signal used by persons wishing to engage in lewd conduct.
liability	обязательство; задолженность; долг	What kind of liability is a name like scooter in prison?
liable	обязанный	Patients were liable to faint if they stood up too suddenly
liaise	поддерживать связь; взаимодействовать	But on Tuesday, the police service gave no indication that it was in a mood to liaise.
liaison	связь; посредник; любовная связь; контакт	The head porter works in close liaison with the reception office.
libation	возлияние; выпивка; алкогольный напиток	He poured the libation of rum on the ground
librarian	библиотекарь	Perhaps the librarian is a big fan of Duran Duran.
lid	крышка	A large frying pan with a lid.
lien	залог; залоговое право; право удержания	Not to mention embarrassed if the lien is publicized.
lightbulb	лампочка; лампа	We can't know if changing the lightbulb is an improvement.
lightheaded	чувствующий головокружение; легкомысленный; в бреду	I felt kind of lightheaded with it and it was yucky.
likelihood	вероятность; правдоподобность	With breakaway goals the likelihood is less, but still possible.
likely	вероятно; подходящий	It was likely that he would make a televised statement
likewise	подобно; аналогично; также и	Will quarters appropriate to the title likewise be issued me?
limb	конечность	You think your phantom limb is bad, check out my phantom erection!
limber	гибкий; подвижный	I think facepalm-inducing weirdness helps keep your brain limber.
limber up	делать разминку; разминаться; делать разминку	The substitutes are beginning to limber up on the sidelines.
limestone	известняк	The building, clad in limestone, was built in 1917 and has only 12 apartments.
line	линия; черта	You have to tow the party line to get the nomination.
linger	задерживаться; засиживаться	And letting negative charges linger is always bad.
lit	зажечь	His expression lit with the fires of youthful enthusiasm.
literacy	грамотность	Tests of literacy and numeracy
literally	буквально; дословно	The title literally translates as "Lord of Light".
litigate	судиться; оспаривать	Fiesta-Panama will not litigate its legal proceedings in the press.
litigation	судебный процесс; судебное разбирательство; тяжба	The whole affair ended in litigation with Judy filing against the band.
litter	мусор; сор; мусорить	We're knee deep in litter from the plastering of the walls.
loaf	хлеб; каравай; бездельничать; буханка	The loaf is a hearty multigrain loaf with a thick, crunchy crust.
loan	заём; давать взаймы; ссуда; заимствование	Borrowers can take out a loan for $84,000
loathe	ненавидеть	The only POV I loathe is the first person that switches narrators.
loblolly	ладанная сосна	Pines such as loblolly.
log	бревно; журнал; полено	She tripped over a fallen log
logging	вырубка лесов	The management, which includes logging, is causing a decline in biodiversity.
loin	поясница	Loin of pork with potatoes.
loiter	слоняться без дела; медлить; мешкать	Except to the coffee shops in Copenhagen to loiter, of course.
loner	одиночка; холостяк; индивидуалист; одинокий человек	A loner doesn’t go to many parties.
lonesome	одинокий; унылый; пустынный	Looking more lonesome than ever.
long story short	вкратце; короче говоря	Well, to cut a long story short, ten people are going to lose their jobs.
long-awaited	долгожданый	This long-awaited outdoor Woodstock Music & Art Fair show.
longevity	долголетие; долгожительство; долговечность	Considering his opponent's longevity, truly an eternal triangle.
look after	присматривать; заботиться о	I want you to look after the bacon. 
look forward	смотреть в будущее; ждать с нетерпением	I look forward to providing you with more teaching soon.
look up to	равняться на; уважать	Was someone to truly look up to you
loom	маячить; смутно вырисовываться	As midterm loom, mosque near Ground Zero dominates debate
loop	петля; замкнутая система	Make a loop in the twine
loose	свободный; освобождать	That's why you have the phrase loose ends.
loosely	свободно; неточно; небрежно	Her hair hung loosely over her shoulders
loosen	расслабиться; ослабить	His main mistake was to loosen monetary policy.
loot	добыча; грабить; награбленное; грабеж; мародерничать	Also, there's the fact the table that generates the loot is a little bit off.
lorry	грузовик	The lorry is said to have been on the wrong side of the road.
louse	вошь; вычесывать вшей	The bite of the louse is not virulent immediately after the infecting meal.
lucrative	прибыльный; доходный; выгодный	Their wallets are only large enough to contain lucrative images.
ludicrous	смехотворный; нелепый	Second, and more ludicrous, is that people explode when exposed to vaccuum.
lull	убаюкивать; временное затишье; успокаивать; усыплять	The lull is a distant memory and a permanent cease-fire a distant dream for Gaza.
lullabie	колыбельная	Instead of the usual lullabie, sung to babies.
lumber	пиломатериалы; ненужные громоздкие вещи	Ain't I got two teams haulin 'lumber for the new winery?
lumberjack	дровосек; лесоруб; амер. лесоруб	Probably a lumberjack or a charcoal maker.
lump	кусок; глыба	Sometimes a lump is just a lump … hope so in this case.
lump sum	единовременная выплата; единовременная сумма	Your pension plan can provide a cash lump sum at retirement.
luncheon	официальный обед	A second luncheon is slated for May 5 in Greenwich, Connecticut.
lung	легкое	The earliest sign of rejection is a decrease in lung function.
lurch	идти шатаясь; пошатываться; крен; крениться	The lurch is a miserable place.
lure	завлекать; соблазнять; соблазн	When the lure is about 10 feet from the boat.
lurk	скрывать; таиться; прятаться	There the hot shaft should blast whatever therein lurk'd.
luscious	сочный; приторный; ароматный	A luscious and fragrant dessert wine.
lush	пышный; сочный	The cinematography of the film has been described as lush and dreamy.
luxuriantly	пышно; богато	Panna cotta is supposed to be luxuriantly creamy, but this is just too much.
magnify	увеличивать; усиливать; гиперболизировать	The ad helps to magnify the marketing message for the show.
magpie	сорока; барахольщик; болтун	The magpie is quiet, so Jess Relton asks a favor.
maintain	поддерживать; обслуживать; сохранять	I hope NASA can maintain is current structure for the time being.
maintenance	поддержка; поддержание; обслуживание	We support local initiatives that ensure the maintenance of community spirit
maize	кукуруза; маис	The maize is thought of as having a nature.
major	главный; значительный; крупный	A major triad has a major third and a perfect fifth, i. e.
make up	выдумывать; составлять; придумывать	We argue all right, but we always make up before long.
makeup	строение	However, no studies imply that our genetic makeup is the only factor.
malevolent	злой; злобный	Malignant: dangerous to health; also used to refer to malevolent people.
malfeasance	должностное преступление; злодеяние; преступление	But all this malfeasance is done by state and local governments.
malfunction	сбой; давать сбой; не срабатывать; неисправность	The cause of the malfunction is under investigation, she said.
malleable	податливый; уступчивый; ковкий металл	Textured as in malleable play-doh Eric Bana types?
malnourish	недоедать	India had the world's highest number of malnourished and hungry children.
manatee	ламантин	Manatees are large, slow-moving animals.
mandatory	обязательный; мандатный; принудительный	Wearing helmets was made mandatory for cyclists
mane	грива	The horse was rushing about in the field, tossing its mane.
manful	мужественный; смелый	They met, as was the phrase of the time, manful under shield.
mangle	изувечить; искажать; калечить	The car was mangled almost beyond recognition.
manhole	люк; лаз; смотровое отверстие	Likewise, I am not convinced that manhole is better off as personhole.
manifest	проявляться; обнаруживаться	The world is filled with auspicious acts resulting in manifest disgrace.
manifested	проявляться; обнаруживаться	After recovering from the shock, he again manifested his dictatorial strength.
manifold	многообразие; разнообразный; размножать	Each manifold is the virtual manifestation of your own private paradise.
manner	способ; метод; образ действий	To try to blame the difficulty away in this manner is a transparently empty dodge.
manure	навоз; удобрять; удобрение	Poultry manure is often mixed into cattle and hog rations.
mare	кобыла	Your father's mare.
marquee	шатёр; большая палатка	Certain marquee guys affect the play and effort of the rest of their defense.
marshal	размещать	The marshal was the Chinese minister of defense in the 1950s.
marsupial	сумчатый	This marsupial is only very distantly related to the American Opossum.
mash	разминать; раздавливать; месиво; пюре	Anything that starts with potatoes and ends in mash!
massacre	резня; устраивать резню; бойня	Resulted in a massacre is an incredible statement.
masterpiece	шедевр; лучший образец	Composing a masterpiece is as simple as moving your hands.
maternity	материнство; беременность	She is not a woman with an interest in maternity
maternity leave	декретный отпуск; отпуск по беремености	The changes will affect any women on maternity leave
matriculation	зачисление	Matriculation requirements
mature	зрелый; спелый; сложившийся	She was now a mature woman
maturity date	срок погашения; дата погашения; срок платежа	This could affect the value of all policies, regardless of maturity date.
maverick	независимый; индивидуалист; инакомыслящий; свободомыслящий	A maverick detective
meadow	луг; поляна	The bend meadow is in no hurry; it will take corn, I guess.
meager	скудный; ограниченный; слабый; изнурённый	They were forced to supplement their meager earnings.
meanly	подло; низко	People wouldn't have to speak meanly about other people.
meanness	подлость; низость	As I use to say, meanness is becoming commonplace for our people.
meantime	тем временем; между тем	Dobleman, in the meantime, is telephoning in a low voice.
measle	корь; покрывать пятнами	Maybe measle spots will be in style now that I'm sporting them.
measly	жалкий; ничтожный	Three measly votes.
measure	измерять; мера; мерить	The short-term measure is necessary.
mediocre	посредственный; средний; заурядный	An 89, despite its proximity to 90, results in mediocre interest at best.
meekly	кротко; смиренно	Explained Martin meekly.
meekness	кротость; мягкость	What a beautiful mixture of dignity and meekness is this!
meerkat	сурикат	J.D. longed to take the meerkat out of the sample case.
melt	таять; расплавленный металл; плавиться	The latest of his long-term holdings to melt is Vail Resorts
memorize	запомнить; выучить наизусть	Classes that memorize trig formulas.
menace	опасность; угроза	A new initiative aimed at beating the menace of drugs.
mention	упоминать; ссылаться на; упоминание	The brief did not mention the 9/11 plot, nor did the title mention airplanes.
merciless	беспощадный; безжалостный	They are described as merciless with people who tell them less than the truth.
mercy	сострадание; сожаление; милосердие; жалость	The boy was screaming and begging for mercy.
mere	всего лишь; не более чем; простой; чистый	Pompilia shone with a glory that mere knowledge could not give
merely	просто; всего-лишь; только	But it turned out that he was merely starved!
merger	слияние; объединение; поглощение	I'm not sure this merger is a good deal for Marlin.
merit	заслуга; быть достойным; заслуживать	Granting Salvation to some and denying it to others regardless of merit is unjust.
merry	весёлый; подвыпивший; счастливый; разг. навеселе	The things that happened in merry old England wouldn't be repeated.
mesmerized	загипнотизированный; завороженный	I got kind of mesmerized looking at all the pretty covers.
meticulously	тщательно; придирчиво	A meticulously researched book.
midair	воздушное пространство; воздух	The robot spun in midair its front left flank pierced and spewing oil.
midst	посреди; между	In our midst is a rare individual who knows how to get things done.
mild	умеренный; спокойный; мягкий	He received a mild sentence
mill	мельница; фабрика	A mill town
mince	фарш	World War II, they mince, is the reason we got out of the Great Depression.
mind	память; разум; возражать	And, of course, a man must sometimes change both his clothes and his mind
mindset	склад ума; тип мышления; мышление	This mindset is a big shift from just a few years ago.
miner	шахтер; горняк	The typical workweek for a miner is 60 hours, according to workers.
mingle	смешивать	Why must that hateful name mingle with the rejoicings of his merry guests?
miniscule	очень маленький; незначительный; крошечный	They’re really miniscule.
mirth	веселье; радость	I must say that it was time well spent, my mirth is gigantic!
mischievous	озорной; вредный; непослушный	He looked at her, and made his expression mischievous, or meant to make it.
misdemeanor	мелкое преступление; проступок	The player can expect a lengthy suspension for his latest misdemeanor
miser	скряга; скупой	A typical miser, he hid his money in the house in various places
miserable	несчастный; бедный; жалкий	I'm perfectly miserable!
misery	страдание; нищета; бедность; несчастье; горе	Living in misery is no solution even McCain has moved on.
misfits	нонконформист; неудачник; несоответствие	Animal misfits play on people 's feelings.
misfortune	беда; несчастие; неудача	The project was dogged by misfortune
mislead	вводить в заблуждение; сбивать с толку; обманывать	Doesn't the form of our expression mislead us here?
mismatch	несоответствие	Because there's no excision going on in mismatch repair.
miss out	пропустить; упустить	If you don't call the recruiter back right away, you're going to miss out.
mist	дымка; лёгкий туман	Once the H1N1 vaccine or mist is ready?
mistress	любовница	Why do they think they deserve the title mistress?
mite	клещ; маленькая вещь или существо	Funds, in which our mite is a mere drop in the ocean, when by sending up
mitigate	смягчать; уменьшать	Whether or not preventative care will mitigate is debatable.
mitten	рукавица; варежка	Her mitten is off, and the revolver is in her hand.
moan	стонать; стон	The entire P.E. class groaned in unison, and my moan was the loudest of all.
moat	ров; обносить рвом; ров с водой	Outside the moat is a fine walk, with a view of the sea.
mock	издеваться; высмеивать	He has become the mock of all his contemporaries
mockery	насмешка; издевательство	Sorry Bob, mockery is the only answer to your gold buggery.
moderately	умеренно; сдержанно	Patients came for problems they themselves classified as moderately severe.
modest	скромный	He was a very modest man
modify	изменять; видоизменять; модифицировать	Does this increase in receptor expression modify the coupling of CB
mogul	магнат	Meanwhile, Abramoff the movie mogul is a fascinating image.
