insolvency	банкротство; неплатежеспособность; несостоятельность	Our march toward government insolvency is a complex historical event.
instigate	подстрекать; побуждать; провоцировать; подталкивать	Did all those taped messages instigate a double homicide?
instill	вселять; внушать; привить; привить	Because, you know what, I think your parents kind of instill that in you.
insulate	выделить; изолировать	Were able to insulate themselves from international price volatility.
insulation	изоляция; изоляционный материал	You would think that is a 29% increase in insulation value.
insurrection	восстание; мятеж	The insurrection was savagely put down
intact	нетронутый; неповрежденный	I left the title intact but change the instances in the text.
intercession	ходатайство; заступничество; посредничество	Page 7 his blood cleanses from all sin -- because his intercession is prevalent.
interim	промежуточный; временный	Clearly he should have the title interim in from of Leader.
interlocutor	собеседник; контактное лицо	The meme our illustrious interlocutor is faultily remembering.
interment	похороны; погребение	A rough box was their coffin, and their interment was a dog's burial.
intermission	антракт; перерыв; пауза	Before the intermission is over … can somebody pass me the popcorn?
intermittent	интермиттирующая; прерывистый	We were too lazy to do more than mumble on in intermittent conversation.
intervening	вмешательство; промежуточный; переходный; прошедший	Interested in intervening in midrange policy in the first place!
intestines	кишечник	I think our intestines are a murky area for most people.
intractable	непокорный; неподатливый; трудноизлечимый	Intractable economic problems.
intrusion	вторжение; навязывание своих мнений; внедрение	He was furious about this intrusion into his private life
intrusive	назойливый; навязчивый	Short-term intrusive fixes.
invariably	неизменно	The meals here are invariably big and hearty
invective	выпад; брань; ругательства; оскорбление	By 19th-c. standards our political invective is embarrassingly lame.
inveigle	заманивать; соблазнять	Several times Wolf Larsen tried to inveigle me into discussion, but
invigorate	воодушевлять; бодрить	She was a desperate attempt by McCain to invigorate his ticket.
invincible	непобедимый	An invincible warrior
irrevocable	безвозвратный; необратимый	First, drop was irrevocable.
jitter	дрожь; нервничать	Adjust size, shift gaps between elements, increase jitter.
jolt	толчок; дрожать; трясти	Temporary but critical assistance giving a short-term jolt for a long-term gain.
joy	радость; восторг; счастье	Oh, I get such joy, such delicious joy from life.
jubilate	ликовать; торжествовать	Sing and jubilate aloud
junction	перекресток; пересечение дорог; пересечение	Dead fox junction is like, wildwest sort of thing?
justice	правосудие; справедливость	Again, my heart pleaded for justice and mercy.
justified	оправданный; обоснованный; справедливый; правомерный	Which they are justified is critical when communicating with students.
justify	оправдывать; подтверждать; находить оправдание	The situation was grave enough to justify further investigation
keen	острый; проницательный; увлеченный	I have a certain keen sense of liberation, these days.
keep up	продолжать; поддерживать	I read the papers to keep up with what's happening in the outside world.
knave	негодяй; мошенник; плут	A pestilent complete knave and the woman hath found him already.
knit	вязать	But I don't know if 'closely-knit' is always such a good thing.
knob	ручка; переключатель; кнопка	Turn the upper-left knob so that the flat side of the knob is facing Southeast
lace	шнурок; кружево	Convincing a spider to spin lace is far more difficult.
laceration	порез; рваная рана	He suffered lacerations to his head and face.
ladder	лестница; трап; спускаться; стремянка	Employees on their way up the career ladder
laden	нагруженный; обремененный; груженый	A tree laden with apples
ladle	ковш; разливать; черпак	She dipped the ladle into the casserole dish
laid	положил; проложенный; установленный	Which laid the basis for monitoring and studying.
lambaste	жестко критиковать; ругать	But Charisse could not so easily lambaste God for taking their little boy.
lame	хромой; изувечить	His horse went lame
lament	горевать; оплакивать	Further, to lament is to express dissatisfaction, to complain, to deplore.
languid	вялый; апатичный	Even in languid humid climes it is the season of matings and revolutions.
languish	томиться; чахнуть; ослабевать	Israeli and Palestinian children will live in peace or languish in conflict.
lascivious	похотливый	You do not participate in lascivious deviant sexual behavior
lash	кнут; стегать	Occasional bouts of cool rain lash the Gulf of Mexico coast.
lately	в последнее время; на днях; недавно	She hasn't been looking too well lately
lawsuit	судебный процесс; тяжба; иск	It looks like every one of those Attorneys General filing this lawsuit is a Republican.
leaky	дырявый; прохудившийся; протекающий	He does have moments a fear while living in what he describes as a leaky spacesuit.
ledge	выступ	Yep, that stuff on the window ledge is not pigeon poo – it’s snow!
leftover	остаток; пережиток; объедки	The whole incubator idea is a sorry leftover from the Internet bubble.
legislation	законодательство; закон	I guess all that other legislation is a problem too.
legit	подлинный; законный	This wildcat turned legit is one of the ones on my wish list for years.
legitimacy	законность; легитимность	Your legitimacy is beginning to look as legitimate as the Iranian government's.
legitimately	законно; обоснованно; разумно; легальный	It's a shame that Hillary knows she can't win legitimately.
lenient	снисходительный; терпимый; нетребовательный	And remember, sometimes that mistake is being too lenient from the beginning.
lesion	поражение; рана; повреждение	You got a lesion in your nervous tax.
levee	дамба	Water flowing over a levee is not a breached levee.
lever	рычаг; использовать рычаг; средство воздействия	Marlin lever guns for around $500 more or less.
levity	легкомыслие; легкость; ветреность	A bit of levity is good for ones soul occasionally.
lewd	непристойный; похотливый	I recognized this as a signal used by persons wishing to engage in lewd conduct.
liaise	поддерживать связь; взаимодействовать	But on Tuesday, the police service gave no indication that it was in a mood to liaise.
liaison	связь; посредник; любовная связь; контакт	The head porter works in close liaison with the reception office.
lien	залог; залоговое право; право удержания	Not to mention embarrassed if the lien is publicized.
linger	задерживаться; засиживаться	And letting negative charges linger is always bad.
lit	зажечь; горит	His expression lit with the fires of youthful enthusiasm.
litigate	судиться; оспаривать	Fiesta-Panama will not litigate its legal proceedings in the press.
litigation	судебный процесс; судебное разбирательство; тяжба	The whole affair ended in litigation with Judy filing against the band.
longevity	долголетие; долгожительство; долговечность	Considering his opponent's longevity, truly an eternal triangle.
look up to	равняться на; уважать; смотреть почтительно на	Was someone to truly look up to you
loom	маячить; смутно вырисовываться; ткацкий станок	As midterm loom, mosque near Ground Zero dominates debate
lucrative	прибыльный; доходный; выгодный	Their wallets are only large enough to contain lucrative images.
ludicrous	смехотворный; нелепый	Second, and more ludicrous, is that people explode when exposed to vaccuum.
lurch	идти шатаясь; пошатываться; крен; крениться; шадкая походка	The lurch is a miserable place.
lure	приманка; завлекать; соблазнять; соблазн	When the lure is about 10 feet from the boat.
lurk	скрывать; таиться; прятаться	There the hot shaft should blast whatever therein lurk'd.
luscious	сочный; приторный; ароматный	A luscious and fragrant dessert wine.
lush	пышный; сочный	The cinematography of the film has been described as lush and dreamy.
malevolent	злой; злобный	Malignant: dangerous to health; also used to refer to malevolent people.
malfeasance	злоупотребление; должностное преступление; злодеяние	But all this malfeasance is done by state and local governments.
malfunction	сбой; давать сбой; не срабатывать; неисправность	The cause of the malfunction is under investigation, she said.
malnourish	недоедать	India had the world's highest number of malnourished and hungry children.
manatee	ламантин	Manatees are large, slow-moving animals.
mane	грива	The horse was rushing about in the field, tossing its mane.
manful	мужественный; смелый	They met, as was the phrase of the time, manful under shield.
mangle	изувечить; искажать; калечить	The car was mangled almost beyond recognition.
manifold	многообразие; разнообразный; размножать	Each manifold is the virtual manifestation of your own private paradise.
mare	кобыла	Your father's mare.
marshal	наводить порядок; размещать	The marshal was the Chinese minister of defense in the 1950s.
mash	разминать; раздавливать; месиво; пюре	Anything that starts with potatoes and ends in mash!
matriculation	зачисление в вуз	Matriculation requirements
maverick	независимый; индивидуалист; инакомыслящий; свободомыслящий	A maverick detective
meanly	подло; низко	People wouldn't have to speak meanly about other people.
meanness	подлость; низость	As I use to say, meanness is becoming commonplace for our people.
measle	корь; покрывать пятнами	Maybe measle spots will be in style now that I'm sporting them.
meekly	кротко; смиренно	Explained Martin meekly.
meekness	кротость; мягкость	What a beautiful mixture of dignity and meekness is this!
merciless	беспощадный; безжалостный	They are described as merciless with people who tell them less than the truth.
mesmerized	загипнотизированный; завороженный	I got kind of mesmerized looking at all the pretty covers.
meticulously	тщательно; придирчиво	A meticulously researched book.
mingle	смешивать; мешанина	Why must that hateful name mingle with the rejoicings of his merry guests?
mirth	веселье; радость	I must say that it was time well spent, my mirth is gigantic!
miser	скряга; скупой	A typical miser, he hid his money in the house in various places
misery	невзгоды; страдание; нищета; бедность; несчастье; горе	Living in misery is no solution even McCain has moved on.
misfortune	беда; несчастие; неудача	The project was dogged by misfortune
mislead	вводить в заблуждение; сбивать с толку; обманывать	Doesn't the form of our expression mislead us here?
morose	угрюмый; мрачный	Durk of the Farlain was known as a morose, solitary man.
motley	пестрый; разноцветный	On another occasion he entitled his motley force the Sans
mourn	горевать; печалиться; оплакивать	To mourn is to express regret and he regrets nothing.
mouthful	полный рот	He took a mouthful of beer.
muddle	беспорядок; неразбериха; путать	The policy muddle is mirrored by the tactical failures.
muffle	заглушать; глушить; приглушенный звук	His muffle was a wreck.
murky	мрачный	The sky was murky and a thin drizzle was falling
mutely	безмолвно; молча	Daisy looked again mutely at her mother, somewhat distressed.
mutter	бормотать; бормотание; ворчание	"I don't think that what ""W"" has to mutter is worth much."
nagger	ворчун; зануда; нытик; придира	If you are the nagger, realize you are asking for something.
nascent	рождающийся; нарождающийся	The nascent space industry.
nauseous	тошнотворный; отвратительный	Also, I was gulping it down like medicine, in nauseous haste to get the ordeal over.
necessity	необходимость; неизбежность	The necessity of providing parental guidance should be apparent
negligence	халатность; неосторожность; пренебрежение	Some of these accidents are due to negligence
negligible	незначительный	Negligible investment for the developer, huge returns.
nemesis	наказание; проклятие	The nemesis is that which you can't conquer.
nibble	откусывать; клевать; обгрызать	That's just a nibble from a post full of meat.
nip	ущипнуть; щипок	If his sister got a nip from the other dog, the brother would fight harder.
noggin	башка; голова	What goes on inside Pujols 'noggin is a wonder to all.
nonchalance	небрежность; безразличие; беспечность; беззаботность	There's a certain nonchalance that people kind of ...
nonchalant	беспечный; беззаботный	She gave a nonchalant shrug.
notion	понятие; взгляд	Of course, phrased that broadly, the notion is absurd.
notional	условный; номинальный; смысловой	Notional budgets for hospital and community health services
nourish	кормить; питать	I was doing everything I could to nourish and protect the baby.
nub	суть; шишка; утолщение	I hoard them, using them till the nub is so short I can’t grip it anymore.
nudge	побуждать; подталкивать	We have to nudge the politicians in the right direction
nuisance	неприятность; помеха	Being a nuisance is the way the child makes a home to return to.
nurture	воспитание; воспитывать; питать	My question about nurture is in response to this remark byÂyou:
oath	клятва; давать клятву; присяга	The day he took the oath is the day we came of age.
obedient	послушный; смиренный; покорный	If you try to keep people totally dependent and obedient, that is slavery.
oblique	косой; наклонный	We sat on the settee oblique to the fireplace
obnoxiously	неприятно; оскорбительно; противно	I need someone to analyze my baby's vomit with for an obnoxiously long time.
obscurely	неотчетливо; неясно	As an active movement it began obscurely over a generation ago.
obscurity	безвестность; неясность	He is too good a player to slide into obscurity.
obsessed	одержимый; постоянно думать; помешанный	Plain obsessed to be reached with rational arguments.
obstruct	преграждать; мешать	Full power to obstruct is Shelby shaking down Obama for billions?
occasionally	изредка; иногда; время от времени	We may have to fly in occasionally from the US this spring and summer though.
odds	шансы; трудности; сложности	Bookmakers have now slashed his title odds from 400/1 to 28/1.
offender	обидчик; правонарушитель	If the offender is a nation, it pays with its history.
onslaught	нападение; натиск; атака	It's clear to me that the media onslaught is the default.
onto	на	Clinging onto my youth skip to main
opine	полагать; высказывать мнение	She just didn't kind of opine about things; she actually led.
opt	выбрать	Seeking a user's prior consent is known as an opt in.
origination	происхождение; начало; возникновение	To origination and other fees, as well as required supporting documentation.
ostensibly	по видимости; якобы	Even those living in ostensibly less affluent areas will be affected.
ostentation	показуха; показное проявление	Of this kind of ostentation I very soon had a slight proof.
oust	выгонять; вытеснять; занимать место	Nonetheless, contrary to the AFP story, U.S. troops did not oust the Taliban.
outbreak	начало; восстание; бунт; мятеж; вспышка	The outbreak of World War II
outbuilding	пристройка; флигель	The walk from his home to the outbuilding was a short one.
outdo	превзойти; перещеголять; превосходить	Isn't it ridiculous to think that you can outdo the original source?
outlay	расходы; издержки; затраты; затрачивать	The initial outlay is steep, but it saves a lot of money in the longer-term.
outrage	безобразие; произвол; возмущение	I may not agree with the president on some issues but this outrage is a shame.
outright	открыто; откровенно; прямо	They could win the title outright by winning Monday at Winslow Township.
overarching	всеобъемлющий; всеохватывающий	The environment within overarching development policy.
overbear	властный; подавлять; пересиливать	I go out of my way to be polite, to listen, to not overbear with my opinions.
overcapacity	избыточные производственные мощности; перепроизводство	Margins were squeezed by overcapacity in the market
overhaul	ремонт; перестраивать; капремонт	A major overhaul is needed and that's what Obama's trying to do.
overly	чрезмерно; излишне; слишком	They described as overly onerous government regulations.
overpass	эстакада; путь; проходить мимо	Liberty Street overpass is currently being repaired.
oversight	недосмотр; оплошность	In Britain oversight is performed both by members of Parliament and by judges.
overstate	преувеличивать; переоценить; завышать	It is hard to overstate the importance of the finds from Tillya Tepe.
overt	очевидный; явный; нескрываемый	Strict — the ACLU is engaging in overt religious discrimination.
overthrow	свергать; низвергнуть	A further overthrow is foretold.
overturn	переворот; свергнуть	The crowd proceeded to overturn cars and set them on fire.
palpably	осязаемо; ощутимо	But, as the show palpably demonstrates, the transition lasted an entire age.
parcel out	дробить; делить на части	If we parcel it out among several people over several weeks
parish	приход; округ; церковный приход	Getting worked up about the possibility of trailers in her parish is all she's dabbled in.
parsimonious	бережливый; экономный	A parsimonious family.
partiality	склоность; пристрастие	Tancred, his partiality is encountered by the partiality of
particle	частица; крупица	The gamma particle is absorbed in the receiving nucleus.
parting	прощание; расставание; прощальный	They exchanged a few words on parting
pave	проложить; вымостить; мощеная улица	But Ellen DeGeneres, didn't she kind of pave the way for that?
pecuniary	денежный; материальный; имущественный	It will be of advantage to her, and to me, both in pecuniary and other respects.
peek	подглядывать; взгляд украдкой; заглядывать	The sneak peek is now available for freedownload via iTunes!
peeve	раздражать; досада	My own personal pet peeve is striking through text.
pensive	вдумчивый; задумчивый	Me nec fæmina nec puer, &c., says Horace in pensive mood.
penultimate	предпоследний	The penultimate chapter of the book.
perceive	воспринимать; понимать; ощущать; осознавать	All we can perceive is filtered through our inner state.
perceptible	заметный; ощутимый	And we have not seen any kind of perceptible change.
perpetrator	преступник; нарушитель	The perpetrators of this horrific crime must be brought to justice.
perplex	недоумевать; запутывать; озадачить	They're complicated, and the complications both perplex and suit them.
perplexity	недоумение; растерянность; замешательство	If I may quote what I said in perplexity a couple of years ago:
perseverance	настойчивость; стойкость; упорство	Working through college taught me valuable lessons in perseverance.
persevere	упорно добиваться; упорствовать; настойчиво	The will to persevere is often the difference between failure and success.
pervasive	проникающий; распространенный; всеобъемлющий	Please note how pervasive is the virus of pacifism.
perverse	извращенный; неправильный	And just how schizophrenic and perverse is our culture?
pestilence	эпидемия; поветрие; мор	She died of pestilence
pestilent	смертоносный; ядовитый; пагубный	And I began to imagine every kind of pestilent disaster.
picky	требовательный; придирчивый	She had been a picky eater as a child
pile	куча; свая	We would be drowning in laundry too, but that pile is in the basement.
pilfer	приворовывать; воровать	Perhaps he was trying to pilfer as much as possible before conceding.
pinch	ущипнуть; щепотка	A pinch to quite a bit but it´s very expensive.
pious	благочестивый; набожный	There'll be no pious words said over her.
pitchfork	вилы	It ` s actually a manure pitchfork, which is good for Washington.
placer	россыпь	Placer gold deposits
plaint	жалоба; сетование; стенание	I simply can't walk, and you boys needn't demand it of me.
plaintiff	истец	Therefore, the plaintiff is society/the state and not the victim.
plangent	протяжный; заунывный	The same plangent theme sounds again and again.
platitude	банальность; пошлость; плоскость	The platitude was the best that I could muster to my tongue.
plea	призыв; мольба; просьба	If these conclusions brand one anti-Israeli, the plea is guilty.
plead	просить; умолять; защищать в суде	Their cause I plead, plead it in heart and mind;
ploy	трюк; уловка	It was a long time ago, ploy is weak and unacceptable.
pluck	срывать; вырвать	And indeed, much pluck is roused in a dauntless fashion in space.
plucky	храбрый; отважный	The plucky youngster has astounded medical staff.
plummet	стремительно падать	Continued plummet is just so damn frustrating.
plunder	мародерство; грабеж; грабить	Looters moved into the disaster area to plunder stores.
plunge	нырять; погружаться	Davis scored on a fourth-down plunge from the 1 to give Clemson a 17-10 lead.
poach	браконьерство; присваивать; вторгаться	Poach the salmon in the white wine
poise	уравновешенность; самообладание	Her grace a poise is beyond anything Ive ever seen.
ponder	обдумывать; взвешивать	What I ponder is whether these effects justify a blanket rule.
poplar	тополь	The first services were held under seven united poplar trees.
portly	дородный; представительный	A portly little man with a bowler hat
posterity	потомство; последующие поколения	Any writer writing for posterity is kidding him or herself.
postern	задняя дверь	a narrow postern, which is generally accepted as that through which
posthumously	посмертно	My father was given his title posthumously, you know.
pouch	кисет; мешочек; мешок	Go out to get some weather features and test a new camera rain pouch.
pram	коляска; детская коляска; плоскодонное судно	Picks up toys, puts them back in pram.
precedence	приоритет; превосходство; первенство	Sleeping-sickness takes precedence from the medical point of view.
precinct	участок; избирательный участок; полицейский участок	Hollin Hall precinct is heavy Dem. just over 1000 votes cast.
precipitate	ускорять; торопить; осаждаться; осадок	The precipitate is skimmed off and dissolved in hot acid alcohol.
precipitation	осадки; осадок	Increased precipitation is a sign of global warming
precipitous	отвесный; обрывистый; крутой	The precipitous cliffs of the North Atlantic coast
preclude	исключить; устранять; препятствовать; предотвращать	That would kind of preclude charging them interest, too
preconceived	предвзятый	Did you go there with kind of preconceived notions of what Yemen might be?
predecessor	предшественник; предок	His predecessor is trying to eat cake and lose weight.
predilection	склонность; пристрастие	Personally, my predilection is toward the no-tilt side.
preeminent	выдающийся; исключительный; превосходящий других	Sarah is described as preeminent in the household.
preface	предисловие; пролог; вводная часть	For example, the preface is missing any sort of place-setting.
preponderance	перевес; превосходство; преобладание	The preponderance of women among older people
preside	председательствовать; осуществлять руководство	I understand that Governor Humphrey is gonna preside at that meeting.
prevalence	распространенность; преобладание	This prevalence is most impressive because of its newness.
prig	педант; формалист; вор; воровать	Lord E. 's prig
priming	грунт; грунтовка	This unconscious and automatic phenomenon is known as priming.
privy	тайный; посвященный; причастный	Just recently, it dawned on me that the privy was a one-holer.
probate	официальное утверждение завещания	The will was in probate.
proceeds	доход; выручка; вырученная сумма	The fundamental principle by which education proceeds is collaboration.
profound	глубокий; основательный; мудрый	Profound feelings of disquiet
profusely	обильно; щедро	The book is profusely illustrated with period photos.
profusion	изобилие; избыток	The guard said, in profusion of the class-struggle snetiment.
promulgate	провозглашать; обнародовать; опубликовывать; пропагандировать	Try as much as possible to promulgate a policy that will reach the grass roots.
propensity	склонность; предрасположенность	But this propensity is already here, in embryonic form.
provision	обеспечение; снабжение; предоставление	It seems to me that you would also agree that this provision is absurd.
provisional	предварительный	For a poll worker, a provisional is the easy way out.
prowess	доблесть; мастерство; удаль	Are we supposed to believe that defensive prowess is making up the difference?
proximity	близость; соседство; сближение	Still such proximity is saving my family a ton of gas and mileage.
punitive	карательный; штрафной	He called for punitive measures against the Eastern bloc
purse	кошелек; дамская сумочка	In my purse is the neatly folded contract for a six-month stay.
put up with	терпеть; смириться; мириться	I do have to put up with a lot of tedious busywork.
quell	успокаивать; подавлять	Is the expectation is he is trying to kind of quell that emotional outburst?
quench	утолять; удовлетворять; тушить; гасить	Firemen hauled on hoses in a desperate bid to quench the flames
quirky	причудливый; ушлый	Her sense of humor was decidedly quirky.
rabies	бешенство	Without post-exposure prophylaxis, rabies is fatal.
raffle	лотерея; розыгрыш	A charity raffle
rampant	свирепствующий; необузданный	Political violence was rampant
ransom	выкуп; выкупать; освобождать за выкуп	The kidnappers demanded a ransom
rascal	жулик; мошенник; негодяй	That is what dignity does for you, you rascal, that is dignity! ...
rasp	скрежетать; скрежет; дребезжание	I agree with your decision to lose the dropped stitch 'rasp'.
rattle	встряхнуть; греметь; трясти	The best time to rattle is late Oct thru mid Nov, I've found.
ravage	опустошать; разорение	Seeing how cancer can ravage the vitality from a person.
ravine	овраг; ущелье	The bed of this immense ravine is at this day called the Charsoo
rebuff	отпор; давать отпор; отказывать наотрез	But she suddenly met a rebuff -- a kind of rebuff that she did not expect; for
rebuke	упрекать; выговор; отчитать	Mr. Broughton's comments drew a rebuke from the U.S.
recant	отрекаться; отказываться от своего мнения	What was it that the Vatican demanded that he recant?
recite	декламировать; рассказывать; излагать	We provided our own entertainment by singing and reciting poetry.
reckless	безрассудный; беспечный; опрометчивый	Reckless driving
reckon	полагать; думать; считать	All I reckon is a passage to Klondike in your boat would be mighty square of you.
recoil	отдача	Much of the recoil is absorbed by the rifles 'weight.
recommence	возобновить; снова начать	Regular insane work schedule will recommence tomorrow.
reconcile	согласовывать; улаживать; примирить	The one on this list that I can’t reconcile is The Wrestler.
recount	рассказывать; пересчитывать; подробно излагать	So the outcome of the recount is a foregone conclusion.
recoup	компенсировать; возмещать; окупить	And then he finds this model, trying to kind of recoup his self-esteem.
recourse	обращение за помощью	Non recourse is the effective termination clause of the contract.
rectify	исправить; поправить	PM upset, seeks to rectify pension payments to Olson
recur	повторяться; происходить вновь	Snowstorms recur every winter
recuse	дисквалицировать; самоотвод	Smacking down the defense motion to recuse.
redemption	искупление; освобождение; выкуп	My father was not perfect, but he believed in redemption
refinement	изящество; усовершенствование; утонченность	This gross figure needs considerable refinement
reflectively	задумчиво	She answered reflectively
refrain	воздерживаться; сдерживаться	Poor Tom had become the constant refrain of his friends
refuse	отказывать; отвергать	Did Mister Somin refuse to answer question #9, the racial profile question?
refute	опровергать; доказывать несостоятельность	My last word, is to once again refute your post.
reimburse	возмещать; возвращать; компенсировать	Purnell would reimburse his ex-fiance, Lucy Walker.
reimbursement	компенсация; возмещение	Reimbursement of everyday medical costs
reinstatement	восстановление в правах или в прежнем положении	But I don't know if full reinstatement is a slam dunk.
rejoice	радоваться; ликовать	One week later, fans can again rejoice with the release of The Elephant Man!
reliant	самоуверенный; самонадеянный	The children are resourceful and self-reliant which is good.
relinquish	бросить; сдаваться; отказаться	But Morrisons said he would instead relinquish CEO duties today.
reluctant	неохотный; вынужденный; сопротивляющийся	People are really reluctant to answer their phones to pollsters.
remarkable	замечательный; удивительный; поразительный	A remarkable coincidence
remediate	восстановить; исправлять	The most serious flaws are easy to remediate
remedy	средство; исправлять; мера; лекарство	Such a remedy is available for copyright violations, but not contract breaches.
reminiscent	помнить; напоминающий	Her suit was vaguely reminiscent of military dress.
remiss	упускать; нерадивый; небрежный	It would be very remiss of me not to pass on that information
remit	отпускать грехи; отменять; смягчать; перечислять деньги	Our remit is to catch crook and by and large we are left to get on with it.
remonstrate	противостоять; возражать; протестовать	Let's hope they can remonstrate a Senators.
remorse	раскаяние; угрызения совести	They were filled with remorse and shame
renounce	отказаться; отрекаться; отречение	What I renounce is relying on the proclamation of one language user.
repel	отталкивать; отражать	Poles of the same name repel each other; poles of unlike name attract each other.
repent	сожалеть; покаяться	Not attempting to repent is what condemns the individual to hell.
repentance	раскаяние; покаяние; сожаление	Who turns to God in genuine repentance and faith will be saved
repose	отдыхать; отдых; покой	Kennedy to lie in repose in Boston, be buried at Arlington
reprehensible	предосудительный; достойный осуждения; достойный порицания	Price gouging, while reprehensible, is not illegal unless it is made so by the state.
reprimand	выговор; упрекать	It is very obvious here that Patterson got a strong reprimand from the Clintons.
reprisal	возмездие; ответная мера; репрессия	Three youths died in the reprisals that followed
reproach	отчитать; упрекать	He gave her a look of reproach
repulsive	отталкивающий; отвратительный	The fact that you or others may find her repulsive is really besides the point.
rescue	спасать; спасение	Firemen were called out to rescue a man trapped in the river
resent	обижаться; возмущаться; негодовать	What I particularly resent is the attitude of Charlie Sands.
resentful	обиженный; возмущенный	Bad's reaction, at first resentful, is complicated.
resentment	возмущение; негодование; чувство обиды	The resentment is palpable and vociferous and unlimited.
reside	обитать; располагаться; проживать	I like the game, but the bubble in which its players reside is something else.
resign	уходить в отставку; отказываться; отставка	Suggesting that Jones should resign is defensible without appealing to perfection.
resilience	упругость; устойчивость; гибкость; эластичность	Nylon is excellent in wearability and resilience
resilient	упругий; устойчивый	Babies are generally far more resilient than new parents realize
resin	смола; канифолить	Mixing waste into a resin is landfill by another name.
resolute	непоколебимый; решительный	She was resolute and unswerving
respite	передышка; отсрочка; дать отсрочку	Thank you very much for your help, this has been a great respite from the books.
restrain	сдерживать; удерживать; ограничивать	Seat belts restrain the upper part of the body
resurface	всплывать; возродиться	Also will Bill Cowher's name resurface for the 2010 season?
resurgence	возрождение	Democracy is just 2 centuries in resurgence from absolutist monarchy.
retaliate	отплачивать; мстить; ответить	However, attempting to retaliate is either futile or dangerous ethically
retort	возразить; парировать; возражение	But, I think the right retort is so freakin what?
retrace	возвращаться; восстанавливать в памяти	The is, you especially retrace which is which until it is otherwise late.
retract	отрекаться; втягивать; брать назад	The sperm whale can retract and protrude its eyes
retreat	отступление; отступать	A speedy retreat
retribution	наказание; возмездие; воздаяние	She's stayed with him, and the big worry is possible retribution from the drug people.
retrieve	вернуть; получить; восстанавливать	I find that a slow, steady retrieve is more productive.
reversal	аннулирование; полное изменение; задний ход; отмена	A dramatic reversal in population decline in the Alps
revert	возвращаться к мысли; возвращаться	I would like revert from the French disparagement duly justified.
revocation	аннулирование; отозвание; лишение гражданства	This happens every day in revocation hearings across the country.
revoke	отменять; отзывать; аннулировать	Has your U.S. visa ever been canceled or revoked?
ribbon	лента; полоска	Grosgrain ribbon is a thicker ribbon which is woven with ridges in it.
ridicule	насмешка	Rudy Giuliani ran similarly early in Iowa, to much ridicule from the press.
rigid	жесткий; твердый; негнущийся	Two full seconds passed before Myles spoke, his expression rigid.
rigor	строгость	What used to be a vibrant subculture is now a corpse rigid in rigor mortis.
rigorous	строгий; тщательный; точный	Same goes for students in rigorous academic programs.
ripple	пульсация; рябь	He dived into the pool leaving barely a ripple
rite	обряд; ритуал	The rite of communion
rival	соперник; конкурент; соперничать; конкурировать; соперничающий	Lacking from his title rival on the race track, seems to be earned after Toronto.
romp	шумно играть; возня; шумная игра	Packer, CBS change game plan in romp, come through
rot	гниль; гниение; портиться; гнить	The leaves were turning black with rot
rout	разгромить; выкапывать; поражение	Ravens send message to top-seeded Titans in rout of Dolphins
rubbish	мусор	Robo calls of rubbish from a bitter old robber baron.
rubble	обломки; щебень; булыжник	It takes only a moment to turn what you describe as rubble into a series of activities.
rude	грубый; невоспитанный	Was just plain rude, which is to be expected.
rue	сожалеть; раскаиваться; раскаяние	Try Stohrer in rue Montorgueil. not as good as the Real Thing, but not bad
rummage	рыться; копаться; хлам; старье	If she, Betty, could be allowed to rummage through it!
run into	столкнуться; впадать в	Soon you will run into your new words and phrases elsewhere
run over	переехать; пробегать; задавить	I will run over for a minute as soon as I can.
rustle	шелест; шорох; шелестеть	There was a rustle in the undergrowth behind her
ruth	жалость; милосердие; сострадание	Ruth remained in control of the Rumsey family trust money and the farm.
sack	увольнять; разграбление; постель; мешок; сумка	The sack of Rome
sagacious	проницательный	All the more perhaps for that, she was born sagacious, which is
salvation	спасение	Joy in God and in his salvation is the only true, solid, satisfying joy.
saucy	дерзкий; наглый; нахальный	Photographs show clear, frank eyes and an expression both saucy and penetrating.
savage	свирепый; дикарь; жестокий; дикий	Packs of savage dogs roamed the streets
scant	скудный; недостаточный; ограниченный	Companies with scant regard for the safety of future generations
scavenger	падальщик; мусорщик; поглотитель	Manual scavengers and sweepers suffer extreme forms of social exclusion.
scoff	насмешка; издеваться; насмехаться; жратва; жрать	These were such as scoff at sacred and divine subjects.
scorch	сжечь; опалить	Record-breaking heat wave to scorch parts of the USA this weekend
scorn	презрение; пренебрежение; относиться с презрением; презирать	Sometimes scorn, and the expression of scorn, is warranted.
scoundrel	негодяй; подлец; мерзавец	Whether I'm zealot or scoundrel is beside the point.
scourge	бич; бедствие; бичевать; карать	The scourge of mass unemployment
scrawl	каракуль; небрежный почерк	With thine own name scrawl'd through it, defacing a soul?
scrounge	выпрашивать; выискивать	He had managed to scrounge a free meal.
sediment	отложение; осадок; осаждаться	Floats are tethered to the trees so that once felled, no sediment is disturbed.
seize	схватить; завладевать; хватать	This may cause the chocolate to seize, that is, to clump up.
selflessness	самоотверженность; бескорыстность	Thanks to all involved for the true lesson in selflessness and service.
seminal	оригинальный	Here 'spunky' is slang for covered in seminal fluid.
sensible	разумный; здравомыслящий; рациональный; благоразумный	I cannot believe that it is sensible to spend so much
sentient	чувствующий; разумный	The equality of all sentient life forms.
serene	безмятежно	His expression serene once more.
serenity	спокойствие; ясность; безмятежность	So I agree that serenity is not much a creativity factor.
